projectID,topic,title
101006544,SwafS-08-2019-2020,Research innovation needs & skills training in PhD programmes
776643,CIRC-02-2016-2017,Water in the context of the circular economy
709590,ERC-PoC-2015,ERC Proof of Concept Grant
817526,SFS-05-2018-2019-2020,New and emerging risks to plant health
642904,MSCA-ITN-2014-EID,Marie Skłodowska-Curie Innovative Training Networks (ITN-EID)
691980,H2020-TWINN-2015,Twinning
824388,LC-SC3-ES-3-2018-2020,Integrated local energy systems (Energy islands)
750063,MSCA-IF-2016,Individual Fellowships
828922,FETOPEN-01-2018-2019-2020,FET-Open Challenging Current Thinking
776665,SCC-02-2016-2017,Demonstrating innovative nature-based solutions in cities
101020330,MSCA-IF-2020,Individual Fellowships
821300,JTI-CS2-2017-CfP07-AIR-01-36,Hybrid Aircraft Seating Manufacturing & Testing
864537,LC-SC3-ES-1-2019,Flexibility and retail market options for the distribution grid
812880,MSCA-ITN-2018,Innovative Training Networks
824077,INFRAIA-01-2018-2019,Integrating Activities for Advanced Communities
713423,ERC-PoC-2015,ERC Proof of Concept Grant
101016958,ICT-47-2020,Research and Innovation boosting promising robotics applications
785433,JTI-CS2-2017-CFP06-AIR-01-27,Innovative solutions for metallic ribs or fittings introduced in a composite box to optimally deal with thermo-mechanical effects
731103,INFRAIA-02-2017,Integrating Activities for Starting Communities
886519,JTI-CS2-2019-CFP10-AIR-01-42,"Development of a methodology (test, measurement, analysis) to characterize the behaviour of composite structures under dynamic loading"
760431,BIOTEC-05-2017,Microbial platforms for CO2-reuse processes in the low-carbon economy
869296,LC-CLA-06-2019,"Inter-relations between climate change, biodiversity and ecosystem services"
633243,MSCA-NIGHT-2014,European Researchers' Night (NIGHT)
101029266,MSCA-IF-2020,Individual Fellowships
871571,ICT-09-2019-2020,Robotics in Application Areas
965221,SC1-BHC-06-2020,Digital diagnostics – developing tools for supporting clinical decisions by integrating various diagnostic data
753045,MSCA-IF-2016,Individual Fellowships
821276,JTI-CS2-2017-CfP07-AIR-02-51,"Light weight, certifiable airframe structures through combination with high performance materials"
831989,JTI-CS2-2018-CfP08-LPA-02-24,Generic added structures on shells made from thermoplastic sheet material
645767,MSCA-RISE-2014,Marie Skłodowska-Curie Research and Innovation Staff Exchange (RISE)
657875,MSCA-IF-2014-EF,Marie Skłodowska-Curie Individual Fellowships (IF-EF)
661160,MSCA-IF-2014-EF,Marie Skłodowska-Curie Individual Fellowships (IF-EF)
883922,ERC-2019-ADG,ERC Advanced Grant
101037084,LC-GD-1-3-2020,Climate-resilient Innovation Packages for EU regions
692427,H2020-TWINN-2015,Twinning
101018274,MSCA-IF-2020,Individual Fellowships
101036926,LC-GD-1-1-2020,Preventing and fighting extreme wildfires with the integration and demonstration of innovative means
783127,ECSEL-2017-1,IA
675020,MSCA-ITN-2015-ETN,Marie Skłodowska-Curie Innovative Training Networks (ITN-ETN)
820423,FETFLAG-03-2018,FET Flagship on Quantum Technologies
792212,MSCA-IF-2017,Individual Fellowships
794160,MSCA-IF-2017,Individual Fellowships
761493,ICT-08-2017,5G PPP Convergent Technologies
893348,MSCA-IF-2019,Individual Fellowships
844230,MSCA-IF-2018,Individual Fellowships
797335,MSCA-IF-2017,Individual Fellowships
860801,MSCA-ITN-2019,Innovative Training Networks
762057,ICT-07-2017,5G PPP Research and Validation of critical technologies and systems
896735,MSCA-IF-2019,Individual Fellowships
725366,ERC-2016-COG,ERC Consolidator Grant
645751,MSCA-RISE-2014,Marie Skłodowska-Curie Research and Innovation Staff Exchange (RISE)
640959,FETPROACT-2-2014,"Knowing, doing, being: cognition beyond problem solving"
724306,ERC-2016-COG,ERC Consolidator Grant
642959,MSCA-ITN-2014-ETN,Marie Skłodowska-Curie Innovative Training Networks (ITN-ETN)
653409,DRS-02-2014,"Crisis management topic 2: Tools for detection, traceability, triage and individual monitoring of victims after a mass CBRNE contamination and/or exposure"
700099,DRS-01-2015,Crisis management topic 1: potential of current and new measures and technologies to respond to extreme weather and climate events
821233,JTI-CS2-2017-CfP07-REG-02-04,Technological readiness at the operational level for additive manufacturing in primary structure and large size components
671517,ICT-14-2014,Advanced 5G Network Infrastructure for the Future Internet
826417,ECSEL-2018-1-IA,ECSEL-2018-1-IA
665148,FETOPEN-RIA-2014-2015,FET-Open research projects
899587,FETOPEN-01-2018-2019-2020,FET-Open Challenging Current Thinking
899814,FETOPEN-01-2018-2019-2020,FET-Open Challenging Current Thinking
820365,FETFLAG-03-2018,FET Flagship on Quantum Technologies
646167,NMP-35-2014,Business models with new supply chains for sustainable customer-driven small series production
802823,ERC-2018-STG,ERC Starting Grant
740521,SEC-21-GM-2016-2017,Pan European Networks of practitioners and other actors in the field of security
857650,INFRAEOSC-05-2018-2019,Support to the EOSC Governance
652641,BG-15-2014,European polar research cooperation
740872,SEC-02-DRS-2016,Situational awareness systems to support civil protection preparation and operational decision making
664878,FETOPEN-RIA-2014-2015,FET-Open research projects
720952,NMBP-26-2016,Analytical techniques and tools in support of nanomaterial risk assessment
956923,MSCA-ITN-2020,Innovative Training Networks
797229,MSCA-IF-2017,Individual Fellowships
749965,MSCA-IF-2016,Individual Fellowships
654532,MSCA-IF-2014-EF,Marie Skłodowska-Curie Individual Fellowships (IF-EF)
678266,ERC-StG-2015,ERC Starting Grant
101020127,ERC-2020-ADG,ERC ADVANCED GRANT
776681,SC5-08-2017,Large-scale demonstrators on nature-based solutions for hydro-meteorological risk reduction
812660,MSCA-ITN-2018,Innovative Training Networks
833464,SU-FCT02-2018-2019-2020,Technologies to enhance the fight against crime and terrorism
688156,ICT-30-2015,Internet of Things and Platforms for Connected Smart Objects
952165,INFRAEDI-05-2020,Centres of Excellence in exascale computing
101026044,MSCA-IF-2020,Individual Fellowships
636928,ERC-StG-2014,ERC Starting Grant
641039,FETPROACT-3-2014,Quantum simulation
655760,MSCA-IF-2014-EF,Marie Skłodowska-Curie Individual Fellowships (IF-EF)
727058,REV-INEQUAL-07-2016,"Spatial justice, social cohesion and territorial inequalities"
832921,SU-BES01-2018-2019-2020,"Human factors, and social, societal, and organisational aspects of border and external security"
101029945,MSCA-IF-2020,Individual Fellowships
793778,MSCA-IF-2017,Individual Fellowships
899368,FETOPEN-01-2018-2019-2020,FET-Open Challenging Current Thinking
885646,ERC-2019-ADG,ERC Advanced Grant
101019564,ERC-2020-ADG,ERC ADVANCED GRANT
740922,ERC-2016-ADG,ERC Advanced Grant
820474,FETFLAG-03-2018,FET Flagship on Quantum Technologies
780073,ICT-28-2017,"Robotics Competition, coordination and support"
681002,PHC-33-2015,New approaches to improve predictive human safety testing
692068,H2020-TWINN-2015,Twinning
101051997,EuroHPC-2020-03,Training and Education on High Performance Computing
101025145,MSCA-IF-2020,Individual Fellowships
826106,SC1-DTH-08-2018,Prototyping a European interoperable Electronic Health Record (EHR) exchange
101008324,INFRAIA-02-2020,Integrating Activities for Starting Communities
847693,MSCA-COFUND-2018,"Co-funding of regional, national and international programmes"
701584,MSCA-IF-2015-EF,Marie Skłodowska-Curie Individual Fellowships (IF-EF)
116030,IMI2-2015-06-01,Development of Quantitative System Toxicology (QST) approaches to improve the understanding of the safety of new medicines
101001311,ERC-2020-COG,ERC CONSOLIDATOR GRANTS
841476,MSCA-IF-2018,Individual Fellowships
643410,EINFRA-2-2014,e-Infrastructure for Open Access
101017453,DT-TDS-04-2020,AI for Genomics and Personalised Medicine
758099,ERC-2017-STG,ERC Starting Grant
674979,MSCA-ITN-2015-ETN,Marie Skłodowska-Curie Innovative Training Networks (ITN-ETN)
760601,PILOTS-03-2017,Pilot Lines for Manufacturing of Nanotextured surfaces with mechanically enhanced properties
101028806,MSCA-IF-2020,Individual Fellowships
731122,GEANT-2016,Research and Education Networking – GÉANT
700788,MSCA-IF-2015-EF,Marie Skłodowska-Curie Individual Fellowships (IF-EF)
642774,MSCA-ITN-2014-ETN,Marie Skłodowska-Curie Innovative Training Networks (ITN-ETN)
101008237,MSCA-RISE-2020,Research and Innovation Staff Exchange
773421,BG-11-2017,"The effect of climate change on Arctic permafrost and its socio-economic impact, with a focus on coastal areas"
101005931,SwafS-27-2020,Hands-on citizen science and frugal innovation
656214,MSCA-IF-2014-EF,Marie Skłodowska-Curie Individual Fellowships (IF-EF)
675657,MSCA-ITN-2015-EID,Marie Skłodowska-Curie Innovative Training Networks (ITN-EID)
812766,ERC-2018-PoC,ERC Proof of Concept Grant
823782,INFRAEOSC-04-2018,Connecting ESFRI infrastructures through Cluster projects
818772,ERC-2018-COG,ERC Consolidator Grant
101001410,ERC-2020-COG,ERC CONSOLIDATOR GRANTS
642294,MSCA-ITN-2014-EJD,Marie Skłodowska-Curie Innovative Training Networks (ITN-EJD)
856728,GEANT-2018-b,GÉANT Partnership projects (b)
765266,MSCA-ITN-2017,Innovative Training Networks
101002629,ERC-2020-COG,ERC CONSOLIDATOR GRANTS
952159,DT-TDS-05-2020,AI for Health Imaging
675007,MSCA-ITN-2015-ETN,Marie Skłodowska-Curie Innovative Training Networks (ITN-ETN)
101003766,LC-CLA-21-2020,Coordination of European Polar research
101004141,SPACE-30-SCI-2020,Scientific data exploitation
101021857,SU-FCT04-2020,"Chemicals: intelligence, detection, forensics"
101027399,MSCA-IF-2020,Individual Fellowships
864818,ERC-2019-COG,ERC Consolidator Grant
863132,FETOPEN-01-2018-2019-2020,FET-Open Challenging Current Thinking
670462,ERC-ADG-2014,ERC Advanced Grant
862721,FETOPEN-01-2018-2019-2020,FET-Open Challenging Current Thinking
951234,ERC-2020-SyG,ERC Synergy Grant
865515,ERC-2019-COG,ERC Consolidator Grant
654139,INFRASUPP-7-2014,e-Infrastructure policy development and international cooperation
824630,SwafS-01-2018-2019-2020,Open schooling and collaboration on science education
802494,ERC-2018-STG,ERC Starting Grant
797556,MSCA-IF-2017,Individual Fellowships
804599,ERC-2018-STG,ERC Starting Grant
952647,SU-ICT-02-2020,Building blocks for resilience in evolving ICT systems
875036,LC-MG-1-6-2019,Aviation operations impact on climate change (InCo flagship)
859890,MSCA-ITN-2019,Innovative Training Networks
871703,ICT-13-2018-2019,Supporting the emergence of data markets and the data economy
701944,MSCA-IF-2015-GF,Marie Skłodowska-Curie Individual Fellowships (IF-GF)
101031974,MSCA-IF-2020,Individual Fellowships
703860,MSCA-IF-2015-EF,Marie Skłodowska-Curie Individual Fellowships (IF-EF)
101025586,MSCA-IF-2020,Individual Fellowships
679145,ERC-StG-2015,ERC Starting Grant
945026,ERC-2020-STG,ERC STARTING GRANTS
814401,NMBP-13-2018,Risk Governance of nanotechnology (RIA)
883293,SU-FCT02-2018-2019-2020,Technologies to enhance the fight against crime and terrorism
883669,ERC-2019-ADG,ERC Advanced Grant
895794,MSCA-IF-2019,Individual Fellowships
803768,ERC-2018-STG,ERC Starting Grant
951215,ERC-2020-SyG,ERC Synergy Grant
693167,YOUNG-3-2015,Lifelong learning for young adults: better policies for growth and inclusion in Europe
803060,ERC-2018-STG,ERC Starting Grant
101023989,MSCA-IF-2020,Individual Fellowships
656378,MSCA-IF-2014-EF,Marie Skłodowska-Curie Individual Fellowships (IF-EF)
954689,MSCA-ITN-2020,Innovative Training Networks
821528,IMI2-2017-13-10,Improving the preclinical prediction of adverse effects of pharmaceuticals on the nervous system
701324,MSCA-IF-2015-EF,Marie Skłodowska-Curie Individual Fellowships (IF-EF)
860713,FETOPEN-01-2018-2019-2020,FET-Open Challenging Current Thinking
860720,MSCA-ITN-2019,Innovative Training Networks
658252,MSCA-IF-2014-EF,Marie Skłodowska-Curie Individual Fellowships (IF-EF)
951732,EuroHPC-04-2019,HPC Competence Centres
101020356,MSCA-IF-2020,Individual Fellowships
869395,LC-CLA-05-2019,Human dynamics of climate change
832874,ERC-2018-ADG,ERC Advanced Grant
814177,MSCA-ITN-2018,Innovative Training Networks
819952,ERC-2018-COG,ERC Consolidator Grant
863476,ERC-2019-COG,ERC Consolidator Grant
824096,INFRAIA-01-2018-2019,Integrating Activities for Advanced Communities
956314,MSCA-ITN-2020,Innovative Training Networks
101029312,MSCA-IF-2020,Individual Fellowships
860887,MSCA-ITN-2019,Innovative Training Networks
760973,NMBP-05-2017,Advanced materials and innovative design for improved functionality and aesthetics in high added value consumer goods
695192,ERC-ADG-2015,ERC Advanced Grant
770523,ENG-GLOBALLY-01-2017,Strengthening Europe's position in the global context: science diplomacy and intercultural relations
101002816,ERC-2020-COG,ERC CONSOLIDATOR GRANTS
895202,MSCA-IF-2019,Individual Fellowships
800942,FETOPEN-01-2016-2017,FET-Open research and innovation actions
826421,SC1-DTH-07-2018,Exploiting the full potential of in-silico medicine research for personalised diagnostics and therapies in cloud-based environments
656377,MSCA-IF-2014-EF,Marie Skłodowska-Curie Individual Fellowships (IF-EF)
865849,ERC-2019-COG,ERC Consolidator Grant
101034439,IMI2-2020-22-01,Restricted Call to maximise impact of IMI2 JU objectives and scientific priorities
790197,MSCA-IF-2017,Individual Fellowships
101034347,IMI2-2020-23-04,Optimal treatment for patients with solid tumours in Europe through Artificial Intelligence
727072,REV-INEQUAL-04-2016,Intra-EU mobility and its impacts for social and economic systems
644583,ICT-17-2014,Cracking the language barrier
813114,MSCA-ITN-2018,Innovative Training Networks
955974,MSCA-ITN-2020,Innovative Training Networks
873048,SwafS-15-2018-2019,Exploring and supporting citizen science
819446,ERC-2018-COG,ERC Consolidator Grant
649008,ERC-CoG-2014,ERC Consolidator Grant
964430,FETOPEN-01-2018-2019-2020,FET-Open Challenging Current Thinking
758752,ERC-2017-STG,ERC Starting Grant
951832,INFRADEV-01-2019-2020,Design Studies
740447,MSCA-IF-2016,Individual Fellowships
801954,ERC-2018-STG,ERC Starting Grant
826117,SC1-DTH-08-2018,Prototyping a European interoperable Electronic Health Record (EHR) exchange
758015,ERC-2017-STG,ERC Starting Grant
691567,GEANT,GEANT
682002,ERC-CoG-2015,ERC Consolidator Grant
840270,MSCA-IF-2018,Individual Fellowships
101001159,ERC-2020-COG,ERC CONSOLIDATOR GRANTS
814299,MSCA-ITN-2018,Innovative Training Networks
636811,LCE-16-2014,"Understanding, preventing and mitigating the potential environmental impacts and risks of shale gas exploration and exploitation"
965173,SC1-BHC-36-2020,Micro- and nano-plastics in our environment: Understanding exposures and impacts on human health
743713,MSCA-IF-2016,Individual Fellowships
859937,MSCA-ITN-2019,Innovative Training Networks
648298,ERC-CoG-2014,ERC Consolidator Grant
957189,LC-BAT-12-2020,Novel methodologies for autonomous discovery of advanced battery chemistries
101002176,ERC-2020-COG,ERC CONSOLIDATOR GRANTS
740723,DS-02-2016,"Cyber Security for SMEs, local public administration and Individuals"
101019501,MSCA-IF-2020,Individual Fellowships
788945,MSCA-IF-2017,Individual Fellowships
832542,MSCA-IF-2018,Individual Fellowships
869383,LC-CLA-07-2019,"The changing cryosphere: uncertainties, risks and opportunities"
101002357,ERC-2020-COG,ERC CONSOLIDATOR GRANTS
639363,ERC-StG-2014,ERC Starting Grant
101025473,MSCA-IF-2020,Individual Fellowships
640458,ERC-StG-2014,ERC Starting Grant
851435,ERC-2019-STG,ERC Starting Grant
864228,ERC-2019-COG,ERC Consolidator Grant
724857,ERC-2016-COG,ERC Consolidator Grant
765881,MSCA-ITN-2017,Innovative Training Networks
786731,SEC-12-FCT-2016-2017,"Technologies for prevention, investigation, and mitigation in the context of fight against crime and terrorism"
101017902,FETPROACT-EIC-07-2020,FET Proactive: emerging paradigms and communities
798332,MSCA-IF-2017,Individual Fellowships
949247,ERC-2020-STG,ERC STARTING GRANTS
856453,ERC-2019-SyG,ERC Synergy Grant
760840,NMBP-28-2017,"Framework and strategies for nanomaterial characterisation, classification, grouping and read-across for risk analysis"
897396,MSCA-IF-2019,Individual Fellowships
101025758,MSCA-IF-2020,Individual Fellowships
642241,MSCA-ITN-2014-ETN,Marie Skłodowska-Curie Innovative Training Networks (ITN-ETN)
101007577,JTI-CS2-2020-CFP11-THT-11,High power density / multifunctional electrical energy storage solutions for aeronautic applications
101036756,LC-GD-8-1-2020,"Innovative, systemic zero-pollution solutions to protect health, environment and natural resources from persistent and mobile chemicals"
101016000,SC1-PHE-CORONAVIRUS-2020-2B,"Medical technologies, Digital tools and Artificial Intelligence (AI) analytics to improve surveillance and care at high Technology Readiness Levels (TRL)"
646653,ERC-CoG-2014,ERC Consolidator Grant
891572,MSCA-IF-2019,Individual Fellowships
949722,ERC-2020-STG,ERC STARTING GRANTS
761802,ICT-19-2017,Media and content convergence
772834,ERC-2017-COG,ERC Consolidator Grant
736943,FETOPEN-01-2016-2017,FET-Open research and innovation actions
682529,ERC-CoG-2015,ERC Consolidator Grant
101001964,ERC-2020-COG,ERC CONSOLIDATOR GRANTS
701981,MSCA-IF-2015-EF,Marie Skłodowska-Curie Individual Fellowships (IF-EF)
899667,FETOPEN-01-2018-2019-2020,FET-Open Challenging Current Thinking
770142,CULT-COOP-01-2017,Democratic discourses and the rule of law
710780,ISSI-1-2015,Pan-European public outreach: exhibitions and science cafés engaging citizens in science
642434,MSCA-ITN-2014-ETN,Marie Skłodowska-Curie Innovative Training Networks (ITN-ETN)
835494,MSCA-IF-2018,Individual Fellowships
963875,ERC-2020-POC,Call for proposals for ERC Proof of Concept Grant
764991,MSCA-ITN-2017,Innovative Training Networks
833574,MSCA-IF-2018,Individual Fellowships
955778,MSCA-ITN-2020,Innovative Training Networks
802123,ERC-2018-STG,ERC Starting Grant
656908,MSCA-IF-2014-EF,Marie Skłodowska-Curie Individual Fellowships (IF-EF)
860516,MSCA-ITN-2019,Innovative Training Networks
708175,MSCA-IF-2015-EF,Marie Skłodowska-Curie Individual Fellowships (IF-EF)
956071,MSCA-ITN-2020,Innovative Training Networks
722923,MSCA-ITN-2016,Innovative Training Networks
731505,GEANT-CABLE-2015,Europe Brazil Cable 1
660280,MSCA-IF-2014-EF,Marie Skłodowska-Curie Individual Fellowships (IF-EF)
702528,MSCA-IF-2015-EF,Marie Skłodowska-Curie Individual Fellowships (IF-EF)
796687,MSCA-IF-2017,Individual Fellowships
964537,SC1-BHC-11-2020,Advancing the safety assessment of chemicals without the use of animal testing
756277,ERC-2017-STG,ERC Starting Grant
866166,ERC-2019-COG,ERC Consolidator Grant
778245,MSCA-RISE-2017,Research and Innovation Staff Exchange
897709,MSCA-IF-2019,Individual Fellowships
101030987,MSCA-IF-2020,Individual Fellowships
813438,MSCA-ITN-2018,Innovative Training Networks
777365,IMI2-2016-09-04,NEXT GENERATION OF ELECTRONIC TRANSLATIONAL SAFETY – NEXGETS
646002,NMP-28-2014,Assessment of environmental fate of nanomaterials
813457,MSCA-ITN-2018,Innovative Training Networks
777372,IMI2-2016-10-06,Unlocking the Solute Carrier Gene-Family for Effective New Therapies (Unlock SLCs)
801936,ERC-2018-STG,ERC Starting Grant
945501,ERC-2020-STG,ERC STARTING GRANTS
951996,WIDESPREAD-05-2020,Twinning
658718,MSCA-IF-2014-EF,Marie Skłodowska-Curie Individual Fellowships (IF-EF)
657239,MSCA-IF-2014-EF,Marie Skłodowska-Curie Individual Fellowships (IF-EF)
897827,MSCA-IF-2019,Individual Fellowships
812703,ERC-2018-PoC,ERC Proof of Concept Grant
956832,MSCA-ITN-2020,Innovative Training Networks
701421,MSCA-IF-2015-EF,Marie Skłodowska-Curie Individual Fellowships (IF-EF)
101023548,MSCA-IF-2020,Individual Fellowships
101024321,MSCA-IF-2020,Individual Fellowships
655379,MSCA-IF-2014-EF,Marie Skłodowska-Curie Individual Fellowships (IF-EF)
856726,GEANT-2018-a,GÉANT Partnership projects (a)
665822,MSCA-COFUND-2014-DP,"Marie Skłodowska-Curie Co-funding of regional, national and international programmes (COFUND-DP)"
746033,MSCA-IF-2016,Individual Fellowships
862858,SFS-30-2018-2019-2020,Agri-Aqua Labs
677696,ERC-StG-2015,ERC Starting Grant
821511,IMI2-2017-13-02,Genome-Environment Interactions in Inflammatory Skin Disease
770299,CULT-COOP-09-2017,"European cultural heritage, access and analysis for a richer interpretation of the past."
638822,EO-2-2014,Climate Change relevant space-based Data reprocessing and calibration
752547,MSCA-IF-2016,Individual Fellowships
678309,ERC-StG-2015,ERC Starting Grant
792600,MSCA-IF-2017,Individual Fellowships
633724,PHC-06-2014,Evaluating existing screening and prevention programmes
747110,MSCA-IF-2016,Individual Fellowships
856533,ICT-25-2018-2020,Interactive Technologies
101003532,CE-SC5-24-2020,"Improving the sorting, separation and recycling of composite and multi-layer materials"
643439,HCO-15-2014,Mobilisation and mutual learning action plan
722098,MSCA-ITN-2016,Innovative Training Networks
851917,LC-SC3-RES-1-2019-2020,Developing the next generation of renewable energy technologies
833834,ERC-2018-ADG,ERC Advanced Grant
885793,MSCA-IF-2019,Individual Fellowships
723890,ERC-2016-COG,ERC Consolidator Grant
747167,MSCA-IF-2016,Individual Fellowships
741751,ERC-2016-ADG,ERC Advanced Grant
734578,MSCA-RISE-2016,Research and Innovation Staff Exchange
761992,ICT-07-2017,5G PPP Research and Validation of critical technologies and systems
731685,ICT-22-2016,Technologies for Learning and Skills
843645,MSCA-IF-2018,Individual Fellowships
101001429,ERC-2020-COG,ERC CONSOLIDATOR GRANTS
640171,EO-1-2014,New ideas for Earth-relevant space applications
764927,MSCA-ITN-2017,Innovative Training Networks
851854,ERC-2019-STG,ERC Starting Grant
721933,MSCA-ITN-2016,Innovative Training Networks
776403,COMPET-4-2017,Scientific data exploitation
653839,FCT-05-2014,Law enforcement capabilities topic 1: Develop novel monitoring systems and miniaturised sensors that improve Law Enforcement Agencies' evidence- gathering abilities
825575,SC1-BHC-04-2018,Rare Disease European Joint Programme Cofund
649436,EURO-3-2014,European societies after the crisis
837749,MSCA-IF-2018,Individual Fellowships
654215,INFRAIA-1-2014-2015,Integrating and opening existing national and regional research infrastructures of European interest
874724,SC1-BHC-28-2019,The Human Exposome Project: a toolbox for assessing and addressing the impact of environment on health
754946,SC1-PM-10-2017,Comparing the effectiveness of existing healthcare interventions in the adult population
865644,ERC-2019-COG,ERC Consolidator Grant
755225,SC1-PM-08-2017,New therapies for rare diseases
771066,LCE-01-2016-2017,"Next generation innovative technologies enabling smart grids, storage and energy system integration with increasing share of renewables: distribution network"
681601,ERC-CoG-2015,ERC Consolidator Grant
821911,DT-SPACE-07-BIZ-2018,Space hubs for Copernicus
101026159,MSCA-IF-2020,Individual Fellowships
844564,MSCA-IF-2018,Individual Fellowships
658045,MSCA-IF-2014-EF,Marie Skłodowska-Curie Individual Fellowships (IF-EF)
681045,PHC-15-2015,Clinical research on regenerative medicine
658875,MSCA-IF-2014-EF,Marie Skłodowska-Curie Individual Fellowships (IF-EF)
779257,SC1-PM-03-2017,Diagnostic characterisation of rare diseases
660020,MSCA-IF-2014-EF,Marie Skłodowska-Curie Individual Fellowships (IF-EF)
703682,MSCA-IF-2015-EF,Marie Skłodowska-Curie Individual Fellowships (IF-EF)
886127,MSCA-IF-2019,Individual Fellowships
831434,IMI2-2018-14-01,Targeted immune intervention for the management of non-response and relapse
833787,SU-BES02-2018-2019-2020,Technologies to enhance border and external security
777460,IMI2-2016-10-01,Understanding hypoglycaemia: the underlying mechanisms and addressing clinical determinants as well as consequences for people with diabetes by combining databases from clinical trials
101027489,MSCA-IF-2020,Individual Fellowships
838316,MSCA-IF-2018,Individual Fellowships
778233,MSCA-RISE-2017,Research and Innovation Staff Exchange
766581,FETOPEN-01-2016-2017,FET-Open research and innovation actions
653390,DRS-07-2014,Crisis management topic 7: Crises and disaster resilience – operationalizing resilience concepts
823823,MSCA-RISE-2018,Research and Innovation Staff Exchange
640190,COMPET-08-2014,Science in context: sample curation facility and scientific exploitation of data from Mars missions
101034344,IMI2-2020-23-03,A platform for accelerating biomarker discovery and validation to support therapeutics development for neurodegenerative diseases
765212,MSCA-ITN-2017,Innovative Training Networks
818457,ERC-2018-COG,ERC Consolidator Grant
776186,EO-3-2017,Preparation for a European capacity to monitor CO2 anthropogenic emissions
633080,SPACE,SPACE
956919,MSCA-ITN-2020,Innovative Training Networks
794405,MSCA-IF-2017,Individual Fellowships
725246,ERC-2016-COG,ERC Consolidator Grant
733280,SC1-PM-04-2016,Networking and optimising the use of population and patient cohorts at EU level
739563,INFRADEV-04-2016,European Open Science Cloud for Research
101004168,SPACE-30-SCI-2020,Scientific data exploitation
871158,INFRAIA-01-2018-2019,Integrating Activities for Advanced Communities
721385,MSCA-ITN-2016,Innovative Training Networks
101017226,ICT-52-2020,5G PPP – Smart Connectivity beyond 5G
958457,LC-SPIRE-08-2020,Novel high performance materials and components (RIA)
772459,ERC-2017-COG,ERC Consolidator Grant
669771,ERC-ADG-2014,ERC Advanced Grant
951902,FETPROACT-EIC-06-2019,EIC Transition to Innovation Activities
866155,ERC-2019-COG,ERC Consolidator Grant
765937,MSCA-ITN-2017,Innovative Training Networks
834087,ERC-2018-ADG,ERC Advanced Grant
643051,MSCA-ITN-2014-ETN,Marie Skłodowska-Curie Innovative Training Networks (ITN-ETN)
822106,DT-NMBP-20-2018,A digital 'plug and produce' online equipment platform for manufacturing (IA)
770492,CO-CREATION-04-2017,Applied co-creation to deliver public services
949886,ERC-2020-STG,ERC STARTING GRANTS
668769,PHC-14-2015,New therapies for rare diseases
955907,MSCA-ITN-2020,Innovative Training Networks
730998,INFRAIA-01-2016-2017,Integrating Activities for Advanced Communities
870572,GOVERNANCE-01-2019,Trust in governance
101002720,ERC-2020-COG,ERC CONSOLIDATOR GRANTS
706016,MSCA-IF-2015-EF,Marie Skłodowska-Curie Individual Fellowships (IF-EF)
649189,EURO-3-2014,European societies after the crisis
101031711,MSCA-IF-2020,Individual Fellowships
825215,ICT-35-2018,Fintech: Support to experimentation frameworks and regulatory compliance
649395,YOUNG-1-2014,Early job insecurity and labour market exclusion
964464,FETOPEN-01-2018-2019-2020,FET-Open Challenging Current Thinking
882749,SU-FCT01-2018-2019-2020,"Human factors, and social, societal, and organisational aspects to solve issues in fighting against crime and terrorism"
658494,MSCA-IF-2014-EF,Marie Skłodowska-Curie Individual Fellowships (IF-EF)
777449,INFRADEV-01-2017,Design Studies
725349,REV-INEQUAL-02-2016,Contemporary radicalisation trends and their implications for Europe
770037,ENG-GLOBALLY-10-2017,Migration and asylum systems
870978,GOVERNANCE-04-2019,Enhancing social rights and EU citizenship
822601,DT-MIGRATION-06-2018-2019,Addressing the challenge of migrant integration through ICT-enabled solutions
870619,GOVERNANCE-04-2019,Enhancing social rights and EU citizenship
101004633,DT-TRANSFORMATIONS-21-2020,Mentoring scheme for schools: mainstreaming innovation by spreading the advanced ICT-based teaching practices to a wide circle of schools
959234,GOVERNANCE-21-2020,Developing deliberative and participatory democracies through experimentation
959420,GOVERNANCE-21-2020,Developing deliberative and participatory democracies through experimentation
101004564,MIGRATION-09-2020,Narratives on migration and its impact: past and present
870980,DT-MIGRATION-06-2018-2019,Addressing the challenge of migrant integration through ICT-enabled solutions
870930,DT-MIGRATION-06-2018-2019,Addressing the challenge of migrant integration through ICT-enabled solutions
822781,TRANSFORMATIONS-14-2018,Supply and demand-oriented economic policies to boost robust growth in Europe – Addressing the social and economic challenges in Europe
101004535,MIGRATION-04-2020,Inclusive and innovative practices for the integration of recently arrived migrants in local communities
770515,REV-INEQUAL-13-2017,"Research on employability, skills and labour market integration of migrants"
822682,GOVERNANCE-03-2018,Addressing populism and boosting civic and democratic engagement
770643,CO-CREATION-07-2017,"Towards a new growth strategy in Europe - Improved economic and social measurement, data and official statistics"
822664,MIGRATION-05-2018-2020,Mapping and overcoming integration challenges for migrant children
822337,GOVERNANCE-03-2018,Addressing populism and boosting civic and democratic engagement
770121,REV-INEQUAL-11-2017,Current European and cross-national comparative research and research actions on Migration
822730,MIGRATION-02-2018,"Towards forward-looking migration governance: addressing the challenges, assessing capacities and designing future strategies"
101004703,TRANSFORMATIONS-18-2020,"Technological transformations, skills and globalization - future challenges for shared prosperity"
